"Gender","State","State.Rate","Height","Weight","BMI","Age","Risk"
"Male","CA",0.144250618094429,177,63.6,20.3006798812602,28,"Low"
"Male","NC",0.179748900356986,179,62.5,19.5062576074405,27,"Low"
"Male","PA",0.12856015999466,181,91.4,27.899026281249,41,"Low"
"Male","CA",0.144250618094429,170,77.2,26.7128027681661,51,"Low"
"Male","CA",0.144250618094429,169,99.1,34.6976646475964,61,"High"
"Male","NC",0.179748900356986,177,72.6,23.1734176003064,61,"High"
"Male","PA",0.12856015999466,175,76.6,25.0122448979592,26,"Low"
"Male","CA",0.144250618094429,190,84.3,23.3518005540166,26,"Low"
"Male","AK",0.257532854739898,172,98.8,33.3964305029746,79,"High"
"Male","RI",0.190780558467291,175,89.6,29.2571428571429,80,"High"
"Male","MN",0.122278237053229,182,93.6,28.2574568288854,38,"Low"
"Male","GA",0.137354303950987,171,85.6,29.2739646386922,73,"High"
"Male","SC",0.187358758543012,185,99.6,29.1015339663988,21,"Low"
"Male","MD",0.117150570277547,178,69.7,21.9984850397677,61,"Low"
"Male","NY",0.0908031518537939,174,80.1,26.4565992865636,34,"Low"
"Male","MI",0.116100660793972,182,103,31.0952783480256,68,"High"
"Male","IL",0.109404745365772,182,113.2,34.174616592199,41,"Low"
"Male","PA",0.12856015999466,168,94.5,33.4821428571429,31,"Low"
"Male","MI",0.116100660793972,190,105,29.0858725761773,24,"Low"
"Male","CT",0.129071275484612,172,104.4,35.289345592212,67,"High"
"Male","TX",0.100671298862312,165,88.2,32.396694214876,72,"High"
"Male","FL",0.110344601599586,175,86.9,28.3755102040816,30,"Low"
"Male","PA",0.12856015999466,173,76.1,25.4268435296869,36,"Low"
"Male","FL",0.110344601599586,183,88.5,26.4265878348114,58,"Low"
"Male","NJ",0.132262016886695,177,69.7,22.2477576686137,58,"Low"
"Male","IL",0.109404745365772,175,102,33.3061224489796,44,"Low"
"Male","NE",0.220026074907659,176,89.3,28.828770661157,83,"High"
"Male","NY",0.0908031518537939,171,66.6,22.7762388427208,27,"Low"
"Male","CA",0.144250618094429,182,77.7,23.4573119188504,45,"Low"
"Male","CA",0.144250618094429,186,68.4,19.7710718002081,47,"Low"
"Male","NC",0.179748900356986,180,103.7,32.0061728395062,24,"Low"
"Male","AZ",0.114179822725206,174,72.3,23.880301228696,74,"High"
"Male","CA",0.144250618094429,178,98.7,31.1513697765434,20,"Low"
"Male","NC",0.179748900356986,177,68.9,21.9924032046985,68,"High"
"Male","NJ",0.132262016886695,175,75.3,24.5877551020408,69,"High"
"Male","TX",0.100671298862312,184,108.3,31.9884215500945,50,"Low"
"Male","MA",0.100433675996913,170,93,32.1799307958478,54,"Low"
"Male","CA",0.144250618094429,187,112.4,32.1427550115817,53,"Low"
"Male","NV",0.223737886454613,183,102.3,30.5473439039685,81,"High"
"Male","SC",0.187358758543012,174,115.3,38.0829700092482,42,"Low"
"Male","TN",0.119972760777795,170,65.1,22.5259515570934,45,"Low"
"Male","DC",0.001,183,78.9,23.559974917137,29,"Low"
"Male","PA",0.12856015999466,179,104.5,32.6144627196405,63,"Low"
"Male","MI",0.116100660793972,181,89.6,27.3495925032813,71,"High"
"Male","NC",0.179748900356986,170,80.4,27.8200692041523,45,"Low"
"Male","MA",0.100433675996913,179,77,24.0317093723667,59,"Low"
"Male","GA",0.137354303950987,168,99.3,35.1828231292517,56,"Low"
"Male","CA",0.144250618094429,180,108.4,33.4567901234568,38,"Low"
"Male","MI",0.116100660793972,179,82.2,25.6546300053057,40,"Low"
"Male","OK",0.176019099854024,183,65.3,19.4989399504315,80,"High"
"Male","FL",0.110344601599586,169,97,33.9623962746402,23,"Low"
"Male","FL",0.110344601599586,176,91.9,29.6681301652893,43,"Low"
"Male","KS",0.17190842156552,186,79.2,22.8928199791883,32,"Low"
"Male","TX",0.100671298862312,188,69.7,19.720461747397,20,"Low"
"Male","OH",0.127584238747809,168,64.1,22.7111678004535,38,"Low"
"Male","GA",0.137354303950987,179,80.1,24.9992197496957,42,"Low"
"Male","NE",0.220026074907659,164,81.3,30.2275431290898,69,"High"
"Male","OH",0.127584238747809,173,91.1,30.4387049350129,65,"High"
"Male","OR",0.189499316321254,172,65,21.9713358572201,62,"Low"
"Male","CA",0.144250618094429,180,77.7,23.9814814814815,62,"Low"
"Male","NJ",0.132262016886695,173,56.8,18.9782485215009,22,"Low"
"Male","WA",0.162924697775449,178,93.1,29.3839161722005,82,"High"
"Male","MO",0.114386258353448,174,101.1,33.392786365438,82,"High"
"Male","OH",0.127584238747809,184,92.3,27.2625236294896,39,"Low"
"Male","MT",0.254407829220599,189,100.9,28.246689622351,31,"Low"
"Male","CA",0.144250618094429,176,111.7,36.0601756198347,35,"Low"
"Male","MI",0.116100660793972,183,111.8,33.3840962704171,58,"Low"
"Male","NY",0.0908031518537939,176,95.8,30.9271694214876,65,"High"
"Male","OH",0.127584238747809,185,96.3,28.1373265157049,64,"Low"
"Male","IL",0.109404745365772,173,109.1,36.452938621404,32,"Low"
"Male","KY",0.318099534961676,171,67.8,23.1866215245717,63,"Low"
"Male","CA",0.144250618094429,174,70.7,23.3518298322103,21,"Low"
"Male","SC",0.187358758543012,174,71.4,23.5830360681728,68,"High"
"Male","TX",0.100671298862312,172,77.6,26.2303948080043,58,"Low"
"Male","CA",0.144250618094429,182,101.7,30.7028136698466,50,"Low"
"Male","SC",0.187358758543012,174,87,28.735632183908,27,"Low"
"Male","GA",0.137354303950987,186,86.6,25.0317955833044,54,"Low"
"Male","OH",0.127584238747809,183,97.5,29.1140374451312,47,"Low"
"Male","IL",0.109404745365772,185,69,20.1607012417823,54,"Low"
"Male","FL",0.110344601599586,166,59.6,21.6286834083321,81,"High"
"Male","WA",0.162924697775449,170,101.4,35.0865051903114,55,"Low"
"Male","KS",0.17190842156552,189,91.5,25.6151843453431,31,"Low"
"Male","IN",0.127531359173892,183,94.4,28.1883603571322,61,"Low"
"Male","VA",0.141723188012751,176,101.8,32.864152892562,73,"High"
"Male","VA",0.141723188012751,171,71.9,24.5887623542287,26,"Low"
"Male","NY",0.0908031518537939,179,93.3,29.1189413563871,57,"Low"
"Male","CA",0.144250618094429,170,85.3,29.5155709342561,46,"Low"
"Male","MA",0.100433675996913,169,70.4,24.6489968838626,66,"High"
"Male","TX",0.100671298862312,175,84.1,27.4612244897959,74,"High"
"Male","IN",0.127531359173892,176,95.9,30.9594524793388,56,"Low"
"Male","ME",0.161901019978188,163,71.1,26.7605103692273,70,"High"
"Male","OH",0.127584238747809,185,81.9,23.9298758217677,33,"Low"
"Male","CA",0.144250618094429,185,77.7,22.7027027027027,35,"Low"
"Male","TX",0.100671298862312,181,111.4,34.0038460364458,58,"Low"
"Male","TX",0.100671298862312,178,75.9,23.9553086731473,62,"Low"
"Male","KS",0.17190842156552,182,75.5,22.7931409250091,79,"High"
"Male","WA",0.162924697775449,182,99,29.8876947228596,22,"Low"
"Male","VA",0.141723188012751,173,75,25.0593070266297,20,"Low"
"Male","MD",0.117150570277547,175,97.3,31.7714285714286,76,"High"
"Male","FL",0.110344601599586,164,66.5,24.7248661511005,66,"High"
"Male","WI",0.178147576862884,174,84.7,27.9759545514599,76,"High"
"Male","OR",0.189499316321254,172,93.3,31.5373174689021,21,"Low"
"Male","NC",0.179748900356986,184,88.4,26.1105860113422,23,"Low"
"Male","PA",0.12856015999466,176,111,35.834194214876,54,"Low"
"Male","NJ",0.132262016886695,176,83.3,26.8917871900826,43,"Low"
"Male","MA",0.100433675996913,181,90.2,27.5327370959372,46,"Low"
"Male","NC",0.179748900356986,179,72.1,22.5024187759433,29,"Low"
"Male","MA",0.100433675996913,167,66.9,23.9879522392341,59,"Low"
"Male","AR",0.148165824485481,176,78.9,25.4713326446281,20,"Low"
"Male","FL",0.110344601599586,175,105.1,34.3183673469388,55,"Low"
"Male","VA",0.141723188012751,178,98.7,31.1513697765434,37,"Low"
"Male","IL",0.109404745365772,167,94.1,33.7409014306716,84,"High"
"Male","TN",0.119972760777795,176,77.9,25.1485020661157,30,"Low"
"Male","KS",0.17190842156552,163,101.7,38.2776920471226,83,"High"
"Male","IL",0.109404745365772,173,76.7,25.6273179859,56,"Low"
"Male","MN",0.122278237053229,181,65.1,19.8711883031653,59,"Low"
"Male","FL",0.110344601599586,185,64.4,18.8166544923302,31,"Low"
"Male","IL",0.109404745365772,189,81.5,22.8157106463985,34,"Low"
"Male","OK",0.176019099854024,176,89.6,28.9256198347107,27,"Low"
"Male","PA",0.12856015999466,168,82.8,29.3367346938776,40,"Low"
"Male","TX",0.100671298862312,186,60.2,17.4008555902416,28,"Low"
"Male","IA",0.125604724131446,166,80.3,29.1406590216287,20,"Low"
"Male","PA",0.12856015999466,177,101.6,32.4300169172332,61,"Low"
"Male","GA",0.137354303950987,174,89,29.3962214295151,71,"High"
"Male","SC",0.187358758543012,182,89.4,26.9894940224611,54,"Low"
"Male","NC",0.179748900356986,179,97,30.2737118067476,40,"Low"
"Male","OH",0.127584238747809,167,89.5,32.0915056115314,41,"Low"
"Male","IL",0.109404745365772,169,92.7,32.4568467490634,79,"High"
"Male","OK",0.176019099854024,178,63.7,20.1047847494003,72,"High"
"Male","IL",0.109404745365772,171,74.6,25.512123388393,44,"Low"
"Male","OK",0.176019099854024,182,103.2,31.1556575292839,26,"Low"
"Male","UT",0.105887423735871,172,115.1,38.9061654948621,52,"Low"
"Male","CA",0.144250618094429,172,95.7,32.348566792861,68,"High"
"Male","VA",0.141723188012751,169,68.6,24.0187668499002,35,"Low"
"Male","MI",0.116100660793972,181,81.3,24.8160923048747,44,"Low"
"Male","MI",0.116100660793972,171,55.5,18.9801990356007,20,"Low"
"Male","IN",0.127531359173892,177,80.1,25.5673656995116,73,"High"
"Male","AZ",0.114179822725206,172,113.2,38.263926446728,51,"Low"
"Male","NJ",0.132262016886695,170,107.1,37.0588235294118,38,"Low"
"Male","FL",0.110344601599586,163,74.1,27.8896458278445,75,"High"
"Male","CA",0.144250618094429,172,112.9,38.1625202812331,42,"Low"
"Male","NC",0.179748900356986,169,68.1,23.8437029515773,61,"High"
"Male","MA",0.100433675996913,178,73.4,23.1662668854943,68,"High"
"Male","CA",0.144250618094429,182,68.6,20.7100591715976,24,"Low"
"Male","MI",0.116100660793972,170,97.1,33.598615916955,74,"High"
"Male","OH",0.127584238747809,169,101.7,35.6079969188754,72,"High"
"Male","MO",0.114386258353448,189,73.5,20.5761316872428,39,"Low"
"Male","TX",0.100671298862312,179,81.2,25.3425298835867,77,"High"
"Male","MO",0.114386258353448,181,82.9,25.3044778852904,24,"Low"
"Male","NC",0.179748900356986,173,85.7,28.6344348290955,47,"Low"
"Male","NJ",0.132262016886695,163,63.1,23.7494824795815,78,"High"
"Male","FL",0.110344601599586,189,88.8,24.859326446628,24,"Low"
"Male","IN",0.127531359173892,187,64.1,18.3305213188824,35,"Low"
"Male","MN",0.122278237053229,169,100.1,35.0477924442421,62,"High"
"Male","MN",0.122278237053229,185,80.1,23.4039444850256,32,"Low"
"Male","AK",0.257532854739898,167,76.9,27.5735953243214,74,"High"
"Male","CA",0.144250618094429,190,77.8,21.5512465373961,31,"Low"
"Male","CT",0.129071275484612,174,83.6,27.612630466376,84,"High"
"Male","PA",0.12856015999466,184,83.5,24.6632797731569,24,"Low"
"Male","SD",0.0675402040816326,189,92.3,25.8391422412586,44,"Low"
"Male","CA",0.144250618094429,188,113.2,32.0280669986419,37,"Low"
"Male","AZ",0.114179822725206,169,69.3,24.2638563075523,23,"Low"
"Male","AL",0.10476258908374,182,64.4,19.4420963651733,72,"High"
"Male","DE",0.0654670269028109,178,110.4,34.8440853427598,64,"High"
"Male","NJ",0.132262016886695,173,70.2,23.4555113769254,69,"High"
"Male","FL",0.110344601599586,172,83,28.0557057869118,63,"Low"
"Male","FL",0.110344601599586,163,70.6,26.5723211261244,75,"High"
"Male","CA",0.144250618094429,167,90.4,32.4142134891893,61,"Low"
"Male","WY",0.111853907517577,178,84.4,26.6380507511678,75,"High"
"Male","FL",0.110344601599586,190,89.2,24.7091412742382,21,"Low"
"Male","MN",0.122278237053229,184,96.5,28.5030718336484,28,"Low"
"Male","MD",0.117150570277547,172,68.1,23.0191995673337,54,"Low"
"Male","TX",0.100671298862312,184,93.3,27.5578922495274,26,"Low"
"Male","PA",0.12856015999466,176,86,27.7634297520661,82,"High"
"Male","NC",0.179748900356986,187,83.9,23.9926792301753,53,"Low"
"Male","WI",0.178147576862884,185,85.9,25.0986121256392,24,"Low"
"Male","AL",0.10476258908374,181,63.3,19.3217545251976,40,"Low"
"Male","MD",0.117150570277547,180,77.2,23.8271604938272,45,"Low"
"Male","CA",0.144250618094429,184,85.5,25.2540170132325,70,"High"
"Male","MA",0.100433675996913,178,87.7,27.6795859108698,37,"Low"
"Male","CO",0.132889062545177,167,97.1,34.8165943561978,50,"Low"
"Male","CA",0.144250618094429,174,89.4,29.5283392786365,70,"High"
"Male","UT",0.105887423735871,179,96.3,30.0552417215443,65,"High"
"Male","MA",0.100433675996913,180,74.2,22.9012345679012,81,"High"
"Male","VA",0.141723188012751,166,82.4,29.902743504137,59,"Low"
"Male","CA",0.144250618094429,181,92.5,28.2347913677849,68,"High"
"Male","MA",0.100433675996913,182,89,26.8687356599444,24,"Low"
"Male","OH",0.127584238747809,174,95,31.3779891663364,28,"Low"
"Male","IL",0.109404745365772,182,70,21.1327134404057,48,"Low"
"Male","CA",0.144250618094429,171,87,29.7527444341849,80,"High"
"Male","TX",0.100671298862312,179,71.9,22.4399987515995,42,"Low"
"Male","CA",0.144250618094429,179,79.5,24.8119596766643,84,"High"
"Male","TX",0.100671298862312,169,100.7,35.2578691222296,64,"High"
"Male","OH",0.127584238747809,169,73.8,25.8394313924582,79,"High"
"Male","TX",0.100671298862312,178,95.4,30.1098346168413,58,"Low"
"Male","PA",0.12856015999466,177,92.5,29.5253598901976,44,"Low"
"Male","WA",0.162924697775449,174,62.4,20.6103844629409,73,"High"
"Male","AZ",0.114179822725206,175,81.5,26.6122448979592,42,"Low"
"Male","AR",0.148165824485481,184,79.2,23.3931947069943,55,"Low"
"Male","WI",0.178147576862884,163,99.9,37.6002107719523,79,"High"
"Male","MA",0.100433675996913,171,87.9,30.060531445573,48,"Low"
"Male","KY",0.318099534961676,183,115.2,34.3993550120935,54,"Low"
"Male","TX",0.100671298862312,176,83.6,26.9886363636364,61,"Low"
"Male","CA",0.144250618094429,178,57.9,18.2742078020452,21,"Low"
"Male","MI",0.116100660793972,173,66.5,22.2192522302783,49,"Low"
"Male","WI",0.178147576862884,186,97.5,28.182448838016,49,"Low"
"Male","NC",0.179748900356986,184,103.7,30.6297258979206,22,"Low"
"Male","NJ",0.132262016886695,166,111.2,40.3541878356801,57,"High"
"Male","NH",0.123373760974932,175,106.3,34.7102040816327,42,"Low"
"Male","TX",0.100671298862312,176,68.5,22.1138946280992,81,"High"
"Male","WA",0.162924697775449,174,68,22.4600343506408,45,"Low"
"Male","IL",0.109404745365772,178,74.7,23.5765686150739,32,"Low"
"Male","KY",0.318099534961676,181,80.1,24.4498031195629,79,"High"
"Male","CA",0.144250618094429,169,80.8,28.2903259689787,20,"Low"
"Male","CA",0.144250618094429,172,62,20.9572742022715,29,"Low"
"Male","VA",0.141723188012751,181,94.8,28.9368456396325,39,"Low"
"Male","OK",0.176019099854024,172,97.2,32.8555976203353,75,"High"
"Male","NC",0.179748900356986,177,110.9,35.3985125602477,51,"Low"
"Male","MA",0.100433675996913,180,108.5,33.4876543209877,33,"Low"
"Male","OR",0.189499316321254,188,100.3,28.3782254413762,32,"Low"
"Male","AL",0.10476258908374,168,67.1,23.7740929705215,36,"Low"
"Male","MT",0.254407829220599,187,109.8,31.3992393262604,47,"Low"
"Male","VA",0.141723188012751,181,77.8,23.7477488477153,45,"Low"
"Male","GA",0.137354303950987,169,91.6,32.0717061727531,54,"Low"
"Male","MO",0.114386258353448,172,111.7,37.7568956192537,48,"Low"
"Male","WI",0.178147576862884,182,92.1,27.8046129694481,72,"High"
"Male","LA",0.139323916055719,174,114.6,37.8517637732858,40,"Low"
"Male","MI",0.116100660793972,168,108.9,38.5841836734694,46,"Low"
"Male","AR",0.148165824485481,179,79.9,24.9367997253519,61,"High"
"Male","MI",0.116100660793972,174,72.5,23.9463601532567,36,"Low"
"Male","NC",0.179748900356986,171,113.2,38.7127663212612,50,"Low"
"Male","NJ",0.132262016886695,179,71.4,22.28394869074,60,"Low"
"Male","WA",0.162924697775449,183,85.8,25.6203529517155,37,"Low"
"Male","PA",0.12856015999466,174,83.9,27.7117188532171,69,"High"
"Male","CA",0.144250618094429,169,101.6,35.5729841392108,80,"High"
"Male","UT",0.105887423735871,172,83.9,28.3599242833964,74,"High"
"Male","IN",0.127531359173892,181,84.2,25.7012911693782,23,"Low"
"Male","OK",0.176019099854024,168,77.7,27.5297619047619,46,"Low"
"Male","FL",0.110344601599586,178,104.1,32.855700037874,62,"Low"
"Male","AR",0.148165824485481,171,100.7,34.4379467186485,25,"Low"
"Male","NY",0.0908031518537939,172,68.1,23.0191995673337,39,"Low"
"Male","UT",0.105887423735871,185,76.4,22.3228634039445,43,"Low"
"Male","KY",0.318099534961676,165,88.4,32.4701561065197,78,"High"
"Male","FL",0.110344601599586,180,101,31.1728395061728,25,"Low"
"Male","FL",0.110344601599586,171,74.5,25.4779248315721,28,"Low"
"Male","MI",0.116100660793972,188,70.1,19.8336351290177,33,"Low"
"Male","MD",0.117150570277547,173,78.7,26.2955661732768,38,"Low"
"Male","FL",0.110344601599586,178,80.8,25.5018305769474,60,"Low"
"Male","AL",0.10476258908374,182,95,28.6801110976935,33,"Low"
"Male","IL",0.109404745365772,188,93.7,26.5108646446356,39,"Low"
"Male","OR",0.189499316321254,176,114.1,36.8349690082645,51,"Low"
"Male","IA",0.125604724131446,181,91.9,28.051646775129,30,"Low"
"Male","UT",0.105887423735871,187,81.7,23.363550573365,52,"Low"
"Male","WI",0.178147576862884,181,76.7,23.4119837611795,39,"Low"
"Male","CA",0.144250618094429,180,79.1,24.4135802469136,78,"High"
"Male","IL",0.109404745365772,185,74,21.6216216216216,52,"Low"
"Male","ND",0.2565,168,69.8,24.7307256235828,45,"Low"
"Male","MI",0.116100660793972,174,86.3,28.5044259479456,56,"Low"
"Male","CA",0.144250618094429,167,65,23.3066800530675,74,"High"
"Male","TX",0.100671298862312,164,81.9,30.4506246281975,83,"High"
"Male","AL",0.10476258908374,190,101.5,28.1163434903047,21,"Low"
"Male","CA",0.144250618094429,178,65,20.5150864789799,51,"Low"
"Male","CA",0.144250618094429,186,70,20.2335530119089,26,"Low"
"Male","WI",0.178147576862884,181,85.7,26.159152651018,62,"High"
"Male","CO",0.132889062545177,188,104,29.4250792213671,53,"Low"
"Male","PA",0.12856015999466,187,72.3,20.6754554033573,31,"Low"
"Male","OR",0.189499316321254,174,59.2,19.5534416699696,82,"High"
"Male","AL",0.10476258908374,169,103.7,36.3082525121669,66,"High"
"Male","CA",0.144250618094429,175,74,24.1632653061224,64,"Low"
"Male","NM",0.205207447350892,178,90.7,28.6264360560535,37,"Low"
"Male","CA",0.144250618094429,164,66.5,24.7248661511005,82,"High"
"Male","MA",0.100433675996913,172,68.7,23.2220118983234,71,"High"
"Male","OR",0.189499316321254,174,85.4,28.2071607874224,80,"High"
"Male","NY",0.0908031518537939,167,72.8,26.1034816594356,50,"Low"
"Male","WI",0.178147576862884,182,99.9,30.1594010385219,23,"Low"
"Male","CA",0.144250618094429,179,78.5,24.4998595549452,84,"High"
"Male","NY",0.0908031518537939,168,82.5,29.2304421768708,77,"High"
"Male","TN",0.119972760777795,176,75.7,24.4382747933884,35,"Low"
"Male","GA",0.137354303950987,183,93.1,27.8001731911971,80,"High"
"Male","TX",0.100671298862312,176,101.8,32.864152892562,76,"High"
"Male","WY",0.111853907517577,173,94.2,31.4744896254469,32,"Low"
"Male","IN",0.127531359173892,175,82.5,26.9387755102041,18,"Low"
"Male","PA",0.12856015999466,179,91,28.4011110764333,55,"Low"
"Male","PA",0.12856015999466,173,80.1,26.7633399044405,66,"High"
"Male","TN",0.119972760777795,178,90.2,28.4686276985229,44,"Low"
"Male","CA",0.144250618094429,168,71,25.15589569161,83,"High"
"Male","IL",0.109404745365772,183,99.2,29.6216668159694,56,"Low"
"Male","FL",0.110344601599586,167,86.5,31.0158126860052,70,"High"
"Male","KY",0.318099534961676,177,83.1,26.5249449391937,48,"Low"
"Male","CA",0.144250618094429,181,88.2,26.9222551204176,33,"Low"
"Male","TX",0.100671298862312,188,64.4,18.2209144409235,36,"Low"
"Male","MI",0.116100660793972,172,83,28.0557057869118,47,"Low"
"Male","NY",0.0908031518537939,188,70.5,19.9468085106383,33,"Low"
"Male","MD",0.117150570277547,175,93.2,30.4326530612245,53,"Low"
"Male","KS",0.17190842156552,169,100.2,35.0828052239067,57,"High"
"Male","NC",0.179748900356986,178,85.1,26.8589824517106,23,"Low"
"Male","WI",0.178147576862884,190,68.4,18.9473684210526,32,"Low"
"Male","PA",0.12856015999466,186,80.9,23.3842062666204,34,"Low"
"Male","IA",0.125604724131446,176,79.4,25.6327479338843,43,"Low"
"Male","CA",0.144250618094429,169,104,36.4132908511607,63,"High"
"Male","TN",0.119972760777795,169,85.4,29.9009138335493,66,"High"
"Male","MN",0.122278237053229,180,100.9,31.141975308642,40,"Low"
"Male","NC",0.179748900356986,167,83.7,30.0118326221808,81,"High"
"Male","CA",0.144250618094429,167,108.6,38.9400839040482,40,"Low"
"Male","PA",0.12856015999466,184,68.6,20.2622873345936,49,"Low"
"Male","NC",0.179748900356986,184,102.9,30.3934310018904,72,"High"
"Male","CA",0.144250618094429,175,85.3,27.8530612244898,43,"Low"
"Male","WA",0.162924697775449,169,109.6,38.374006512377,56,"High"
"Male","MA",0.100433675996913,188,101.2,28.6328655500226,29,"Low"
"Male","WA",0.162924697775449,184,59.4,17.5448960302457,80,"High"
"Male","IL",0.109404745365772,183,59.5,17.7670279793365,78,"High"
"Male","MA",0.100433675996913,171,102.4,35.0193221846038,73,"High"
"Male","PA",0.12856015999466,171,72.6,24.828152251975,62,"Low"
"Male","TX",0.100671298862312,164,74.3,27.6249256395003,18,"Low"
"Male","CA",0.144250618094429,174,102.9,33.9873166864843,30,"Low"
"Male","CA",0.144250618094429,188,97.3,27.5294250792214,46,"Low"
"Male","PA",0.12856015999466,172,72,24.3374797187669,64,"Low"
"Male","IN",0.127531359173892,173,93.7,31.3074275786027,66,"High"
"Male","NE",0.220026074907659,175,83.7,27.330612244898,31,"Low"
"Male","CT",0.129071275484612,181,87.1,26.5864900338817,41,"Low"
"Male","GA",0.137354303950987,173,61.2,20.4483945337298,77,"High"
"Male","WI",0.178147576862884,186,89,25.7255174008556,28,"Low"
"Male","MN",0.122278237053229,175,80.2,26.1877551020408,26,"Low"
"Male","MA",0.100433675996913,164,78,29.0005948839976,72,"High"
"Male","NY",0.0908031518537939,171,88.9,30.402517013782,35,"Low"
"Male","OH",0.127584238747809,169,101.6,35.5729841392108,52,"Low"
"Male","NC",0.179748900356986,168,74,26.218820861678,75,"High"
"Male","MA",0.100433675996913,173,67.7,22.6202011427044,34,"Low"
"Male","WA",0.162924697775449,186,106.2,30.6971904266389,34,"Low"
"Male","LA",0.139323916055719,181,110.6,33.7596532462379,28,"Low"
"Male","MS",0.265578721907092,174,99.1,32.7321971198309,59,"High"
"Male","AZ",0.114179822725206,175,91.6,29.9102040816327,72,"High"
"Male","CA",0.144250618094429,170,92.5,32.0069204152249,61,"Low"
"Male","MA",0.100433675996913,169,65.7,23.0033962396275,26,"Low"
"Male","OK",0.176019099854024,173,112.9,37.7226101774199,46,"Low"
"Male","FL",0.110344601599586,179,81.5,25.4361599201024,43,"Low"
"Male","GA",0.137354303950987,182,105.3,31.7896389324961,38,"Low"
"Male","TX",0.100671298862312,186,92.6,26.7661001271823,54,"Low"
"Male","PA",0.12856015999466,183,108,32.2493953238377,62,"Low"
"Male","WI",0.178147576862884,182,92.6,27.9555609225939,84,"High"
